t,s,spd,lat,lon,voltage,current,watt,wh,id
15:06:2025,11:31:52,0,50.529578,18.096795,16.67,-0.00,-0.00,0.00,4
15:06:2025,11:31:53,0,50.529575,18.096796,14.35,0.00,0.00,0.00,5
15:06:2025,11:31:54,0,50.529574,18.096799,11.99,-0.00,-0.00,0.00,6
15:06:2025,11:31:55,0,50.529572,18.096800,9.00,0.00,0.00,0.01,7
15:06:2025,11:31:56,0,50.529571,18.096798,7.48,-0.00,-0.00,0.00,8
15:06:2025,11:31:57,0,50.529566,18.096797,7.48,-0.00,-0.00,0.00,9
15:06:2025,11:31:58,0,50.529563,18.096797,7.48,-0.00,-0.00,0.00,10
15:06:2025,11:31:59,0,50.529564,18.096802,7.48,-0.00,-0.00,0.00,0
15:06:2025,11:32:00,0,50.529564,18.096805,7.48,-0.00,-0.00,0.00,1
15:06:2025,11:32:01,0,50.529566,18.096805,7.48,-0.00,-0.00,0.00,2
15:06:2025,11:32:02,0,50.529565,18.096804,7.48,-0.00,-0.00,0.00,3
15:06:2025,11:32:03,0,50.529565,18.096806,7.48,-0.00,-0.00,0.00,4
15:06:2025,11:32:04,0,50.529567,18.096803,7.48,-0.00,-0.00,0.00,5
15:06:2025,11:32:05,0,50.529569,18.096804,7.48,-0.00,-0.00,0.00,6
15:06:2025,11:32:06,0,50.529574,18.096809,7.48,-0.00,-0.00,0.00,7
15:06:2025,11:32:07,0,50.529576,18.096812,7.48,-0.00,-0.00,0.00,8
15:06:2025,11:32:09,0,50.529577,18.096812,7.48,-0.00,-0.00,0.00,9
15:06:2025,11:32:09,0,50.529578,18.096810,7.48,-0.00,-0.00,0.00,10
15:06:2025,11:32:10,0,50.529580,18.096809,7.48,-0.00,-0.00,0.00,0
15:06:2025,11:32:11,0,50.529583,18.096808,7.48,-0.00,-0.00,0.00,1
15:06:2025,11:32:12,0,50.529586,18.096810,7.48,-0.00,-0.00,0.00,2
15:06:2025,11:32:13,0,50.529589,18.096811,7.48,-0.00,-0.00,0.00,3
15:06:2025,11:32:15,0,50.529592,18.096808,7.48,-0.00,-0.00,0.00,4
15:06:2025,11:32:15,0,50.529596,18.096805,7.48,-0.00,-0.00,0.00,5
15:06:2025,11:32:16,0,50.529601,18.096803,7.48,-0.00,-0.00,0.00,6
15:06:2025,11:32:17,0,50.529602,18.096803,7.48,-0.00,-0.00,0.00,7
15:06:2025,11:32:18,0,50.529602,18.096803,7.48,-0.00,-0.00,0.00,8
15:06:2025,11:32:19,0,50.529604,18.096805,7.48,-0.00,-0.00,0.00,9
15:06:2025,11:32:20,0,50.529606,18.096806,7.48,-0.00,-0.00,0.00,10
15:06:2025,11:32:21,0,50.529608,18.096806,7.48,-0.00,-0.00,0.00,0
15:06:2025,11:32:22,0,50.529610,18.096802,7.48,-0.00,-0.00,0.00,1
15:06:2025,11:32:23,0,50.529611,18.096801,7.48,-0.00,-0.00,0.00,2
15:06:2025,11:32:24,0,50.529613,18.096800,7.48,-0.00,-0.00,0.00,3
15:06:2025,11:32:25,0,50.529614,18.096793,7.48,-0.00,-0.00,0.00,4
15:06:2025,11:32:26,0,50.529616,18.096789,7.48,-0.00,-0.00,0.00,5
15:06:2025,11:32:27,0,50.529619,18.096790,7.48,-0.00,-0.00,0.00,6
15:06:2025,11:32:28,0,50.529621,18.096787,7.48,-0.00,-0.00,0.00,7
15:06:2025,11:32:29,0,50.529625,18.096787,7.48,-0.00,-0.00,0.00,8
15:06:2025,11:32:31,0,50.529630,18.096787,7.48,-0.00,-0.00,0.00,9
15:06:2025,11:32:31,0,50.529631,18.096786,7.48,-0.00,-0.00,0.00,10
15:06:2025,11:32:32,0,50.529637,18.096790,7.48,-0.00,-0.00,0.00,0
15:06:2025,11:32:33,0,50.529641,18.096794,7.48,-0.00,-0.00,0.00,1
15:06:2025,11:32:34,0,50.529642,18.096794,7.48,-0.00,-0.00,0.00,2
15:06:2025,11:32:35,0,50.529643,18.096794,7.48,-0.00,-0.00,0.00,3
15:06:2025,11:32:36,0,50.529643,18.096795,7.48,-0.00,-0.00,0.00,4
15:06:2025,11:32:37,0,50.529640,18.096797,7.48,-0.00,-0.00,0.00,5
15:06:2025,11:32:38,0,50.529637,18.096799,7.48,-0.00,-0.00,0.00,6
15:06:2025,11:32:39,0,50.529634,18.096803,7.48,-0.00,-0.00,0.00,7
15:06:2025,11:32:40,0,50.529634,18.096806,7.48,-0.00,-0.00,0.00,8
15:06:2025,11:32:41,0,50.529632,18.096805,7.48,-0.00,-0.00,0.00,9
15:06:2025,11:32:42,0,50.529629,18.096806,7.48,-0.00,-0.00,0.00,10
15:06:2025,11:32:43,0,50.529626,18.096808,7.48,-0.00,-0.00,0.00,0
15:06:2025,11:32:44,0,50.529626,18.096811,7.48,-0.00,-0.00,0.00,1
15:06:2025,11:32:45,0,50.529621,18.096812,7.48,-0.00,-0.00,0.00,2
15:06:2025,11:32:46,0,50.529615,18.096814,7.48,-0.00,-0.00,0.00,3
15:06:2025,11:32:47,0,50.529610,18.096816,7.48,-0.00,-0.00,0.00,4
15:06:2025,11:32:48,0,50.529607,18.096818,7.48,-0.00,-0.00,0.00,5
15:06:2025,11:32:49,0,50.529600,18.096820,7.48,-0.00,-0.00,0.00,6
15:06:2025,11:32:50,0,50.529596,18.096820,7.48,-0.00,-0.00,0.00,7
15:06:2025,11:32:51,0,50.529595,18.096822,7.48,-0.00,-0.00,0.00,8
15:06:2025,11:32:52,0,50.529595,18.096825,7.48,-0.00,-0.00,0.00,9
15:06:2025,11:32:53,0,50.529595,18.096831,7.48,-0.00,-0.00,0.00,10
15:06:2025,11:32:54,0,50.529593,18.096833,7.48,-0.00,-0.00,0.00,0
15:06:2025,11:32:55,0,50.529593,18.096833,7.48,-0.00,-0.00,0.00,1
15:06:2025,11:32:56,0,50.529592,18.096835,7.48,-0.00,-0.00,0.00,2
15:06:2025,11:32:57,0,50.529591,18.096837,7.48,-0.00,-0.00,0.00,3
15:06:2025,11:32:58,0,50.529591,18.096838,7.48,-0.00,-0.00,0.00,4
15:06:2025,11:32:59,0,50.529590,18.096839,7.48,-0.00,-0.00,0.00,5
15:06:2025,11:33:00,0,50.529589,18.096840,7.48,-0.00,-0.00,0.00,6
15:06:2025,11:33:01,0,50.529587,18.096842,7.48,-0.00,-0.00,0.00,7
15:06:2025,11:33:02,0,50.529585,18.096843,7.48,-0.00,-0.00,0.00,8
15:06:2025,11:33:03,0,50.529584,18.096841,7.48,-0.00,-0.00,0.00,9
15:06:2025,11:33:04,0,50.529581,18.096842,7.48,-0.00,-0.00,0.00,10
15:06:2025,11:33:05,0,50.529578,18.096841,7.48,-0.00,-0.00,0.00,0
15:06:2025,11:33:06,0,50.529576,18.096839,7.48,-0.00,-0.00,0.00,1
15:06:2025,11:33:07,0,50.529575,18.096837,7.48,-0.00,-0.00,0.00,2
15:06:2025,11:33:09,0,50.529574,18.096836,7.48,-0.00,-0.00,0.00,3
15:06:2025,11:33:10,0,50.529573,18.096833,7.48,-0.00,-0.00,0.00,4
15:06:2025,11:33:10,0,50.529571,18.096834,7.48,-0.00,-0.00,0.00,5
15:06:2025,11:33:11,0,50.529572,18.096833,7.48,-0.00,-0.00,0.00,6
15:06:2025,11:33:12,0,50.529569,18.096832,7.48,-0.00,-0.00,0.00,7
15:06:2025,11:33:13,0,50.529564,18.096834,7.48,-0.00,-0.00,0.00,8
15:06:2025,11:33:15,0,50.529562,18.096833,7.48,-0.00,-0.00,0.00,9
15:06:2025,11:33:15,0,50.529557,18.096835,7.48,-0.00,-0.00,0.00,10
15:06:2025,11:33:16,0,50.529554,18.096839,7.48,-0.00,-0.00,0.00,0
15:06:2025,11:33:17,0,50.529548,18.096842,7.48,-0.00,-0.00,0.00,1
15:06:2025,11:33:18,0,50.529543,18.096842,7.48,-0.00,-0.00,0.00,2
15:06:2025,11:33:19,0,50.529540,18.096846,7.48,-0.00,-0.00,0.00,3
15:06:2025,11:33:20,0,50.529537,18.096847,7.48,-0.00,-0.00,0.00,4
15:06:2025,11:33:21,0,50.529532,18.096846,7.48,-0.00,-0.00,0.00,5
15:06:2025,11:33:22,0,50.529527,18.096847,7.48,-0.00,-0.00,0.00,6
15:06:2025,11:33:23,0,50.529518,18.096848,7.48,-0.00,-0.00,0.00,7
15:06:2025,11:33:24,0,50.529512,18.096850,7.48,-0.00,-0.00,0.00,8
15:06:2025,11:33:25,0,50.529509,18.096851,7.48,-0.00,-0.00,0.00,9
15:06:2025,11:33:26,0,50.529505,18.096851,7.48,-0.00,-0.00,0.00,10
15:06:2025,11:33:28,0,50.529503,18.096850,7.48,-0.00,-0.00,0.00,0
15:06:2025,11:33:28,0,50.529499,18.096849,7.48,-0.00,-0.00,0.00,1
15:06:2025,11:33:30,0,50.529497,18.096849,7.48,-0.00,-0.00,0.00,2
15:06:2025,11:33:30,0,50.529495,18.096850,7.48,-0.00,-0.00,0.00,3
15:06:2025,11:33:31,0,50.529493,18.096849,7.48,-0.00,-0.00,0.00,4
15:06:2025,11:33:32,0,50.529491,18.096845,7.48,-0.00,-0.00,0.00,5
15:06:2025,11:33:33,0,50.529490,18.096842,7.48,-0.00,-0.00,0.00,6
15:06:2025,11:33:34,0,50.529490,18.096840,7.48,-0.00,-0.00,0.00,7
15:06:2025,11:33:35,0,50.529488,18.096839,7.48,-0.00,-0.00,0.00,8
15:06:2025,11:33:36,0,50.529490,18.096837,7.48,-0.00,-0.00,0.00,9
15:06:2025,11:33:37,0,50.529492,18.096836,7.48,-0.00,-0.00,0.00,10
15:06:2025,11:33:38,0,50.529494,18.096836,7.48,-0.00,-0.00,0.00,0
15:06:2025,11:33:39,0,50.529499,18.096838,7.48,-0.00,-0.00,0.00,1
15:06:2025,11:33:40,0,50.529503,18.096840,7.48,-0.00,-0.00,0.00,2
15:06:2025,11:33:41,0,50.529507,18.096839,7.48,-0.00,-0.00,0.00,3
15:06:2025,11:33:42,0,50.529511,18.096837,7.48,-0.00,-0.00,0.00,4
15:06:2025,11:33:43,0,50.529509,18.096838,7.48,-0.00,-0.00,0.00,5
15:06:2025,11:33:44,0,50.529510,18.096836,7.48,-0.00,-0.00,0.00,6
15:06:2025,11:33:45,0,50.529510,18.096836,7.48,-0.00,-0.00,0.00,7
15:06:2025,11:33:46,0,50.529508,18.096836,7.48,-0.00,-0.00,0.00,8
15:06:2025,11:33:47,0,50.529507,18.096836,7.48,-0.00,-0.00,0.00,9
15:06:2025,11:33:48,0,50.529506,18.096836,7.48,-0.00,-0.00,0.00,10
15:06:2025,11:33:49,0,50.529506,18.096834,7.48,-0.00,-0.00,0.00,0
15:06:2025,11:33:50,0,50.529506,18.096833,7.48,-0.00,-0.00,0.00,1
15:06:2025,11:33:51,0,50.529508,18.096832,7.48,-0.00,-0.00,0.00,2
15:06:2025,11:33:52,0,50.529509,18.096830,7.48,-0.00,-0.00,0.00,3
15:06:2025,11:33:53,0,50.529512,18.096829,7.48,-0.00,-0.00,0.00,4
15:06:2025,11:33:54,0,50.529510,18.096828,7.48,-0.00,-0.00,0.00,5
15:06:2025,11:33:55,0,50.529507,18.096828,7.48,-0.00,-0.00,0.00,6
15:06:2025,11:33:56,0,50.529504,18.096829,7.48,-0.00,-0.00,0.00,7
15:06:2025,11:33:57,0,50.529502,18.096828,7.48,-0.00,-0.00,0.00,8
15:06:2025,11:33:58,0,50.529500,18.096826,7.48,-0.00,-0.00,0.00,9
15:06:2025,11:33:59,0,50.529501,18.096824,7.48,-0.00,-0.00,0.00,10
15:06:2025,11:34:00,0,50.529500,18.096824,7.48,-0.00,-0.00,0.00,0
15:06:2025,11:34:01,0,50.529502,18.096824,7.48,-0.00,-0.00,0.00,1
15:06:2025,11:34:02,0,50.529502,18.096823,7.48,-0.00,-0.00,0.00,2
15:06:2025,11:34:03,0,50.529500,18.096825,7.48,-0.00,-0.00,0.00,3
15:06:2025,11:34:04,0,50.529502,18.096825,7.48,-0.00,-0.00,0.00,4
15:06:2025,11:34:05,0,50.529505,18.096826,7.48,-0.00,-0.00,0.00,5
15:06:2025,11:34:06,0,50.529506,18.096830,7.48,-0.00,-0.00,0.00,6
15:06:2025,11:34:07,0,50.529507,18.096833,7.48,-0.00,-0.00,0.00,7
15:06:2025,11:34:08,0,50.529506,18.096838,7.48,-0.00,-0.00,0.00,8
15:06:2025,11:34:09,0,50.529505,18.096845,7.48,-0.00,-0.00,0.00,9
15:06:2025,11:34:11,0,50.529508,18.096847,7.48,-0.00,-0.00,0.00,10
15:06:2025,11:34:11,0,50.529507,18.096850,7.48,-0.00,-0.00,0.00,0
15:06:2025,11:34:12,0,50.529504,18.096853,7.48,-0.00,-0.00,0.00,1
15:06:2025,11:34:13,0,50.529504,18.096858,7.48,-0.00,-0.00,0.00,2
15:06:2025,11:34:14,0,50.529502,18.096860,7.48,-0.00,-0.00,0.00,3
15:06:2025,11:34:15,0,50.529500,18.096862,7.48,-0.00,-0.00,0.00,4
15:06:2025,11:34:16,0,50.529498,18.096862,7.48,-0.00,-0.00,0.00,5
15:06:2025,11:34:17,0,50.529495,18.096863,7.48,-0.00,-0.00,0.00,6
15:06:2025,11:34:18,0,50.529499,18.096863,7.48,-0.00,-0.00,0.00,7
15:06:2025,11:34:19,0,50.529500,18.096864,7.48,-0.00,-0.00,0.00,8
15:06:2025,11:34:20,0,50.529500,18.096864,7.48,-0.00,-0.00,0.00,9
15:06:2025,11:34:21,0,50.529503,18.096860,7.48,-0.00,-0.00,0.00,10
15:06:2025,11:34:22,0,50.529504,18.096859,7.48,-0.00,-0.00,0.00,0
15:06:2025,11:34:23,0,50.529503,18.096856,7.48,-0.00,-0.00,0.00,1
15:06:2025,11:34:24,0,50.529503,18.096857,7.48,-0.00,-0.00,0.00,2
15:06:2025,11:34:25,0,50.529501,18.096861,7.48,-0.00,-0.00,0.00,3
15:06:2025,11:34:27,0,50.529501,18.096864,7.48,-0.00,-0.00,0.00,4
15:06:2025,11:34:27,0,50.529503,18.096862,7.48,-0.00,-0.00,0.00,5
15:06:2025,11:34:28,0,50.529507,18.096856,7.48,-0.00,-0.00,0.00,6
15:06:2025,11:34:29,0,50.529510,18.096851,7.48,-0.00,-0.00,0.00,7
15:06:2025,11:34:30,0,50.529511,18.096848,7.48,-0.00,-0.00,0.00,8
15:06:2025,11:34:31,0,50.529512,18.096845,7.48,-0.00,-0.00,0.00,9
15:06:2025,11:34:32,0,50.529512,18.096845,7.48,-0.00,-0.00,0.00,10
15:06:2025,11:34:33,0,50.529513,18.096844,7.48,-0.00,-0.00,0.00,0
15:06:2025,11:34:34,0,50.529513,18.096845,7.48,-0.00,-0.00,0.00,1
15:06:2025,11:34:35,0,50.529513,18.096843,7.48,-0.00,-0.00,0.00,2
15:06:2025,11:34:36,0,50.529513,18.096845,7.48,-0.00,-0.00,0.00,3
15:06:2025,11:34:37,0,50.529514,18.096846,7.48,-0.00,-0.00,0.00,4
15:06:2025,11:34:38,0,50.529515,18.096848,7.48,-0.00,-0.00,0.00,5
15:06:2025,11:34:39,0,50.529516,18.096848,7.48,-0.00,-0.00,0.00,6
15:06:2025,11:34:40,0,50.529516,18.096847,7.48,-0.00,-0.00,0.00,7
15:06:2025,11:34:41,0,50.529515,18.096847,7.48,-0.00,-0.00,0.00,8
15:06:2025,11:34:42,0,50.529514,18.096849,7.48,-0.00,-0.00,0.00,9
15:06:2025,11:34:43,0,50.529517,18.096850,7.48,-0.00,-0.00,0.00,10
15:06:2025,11:34:44,0,50.529520,18.096852,7.48,-0.00,-0.00,0.00,0
15:06:2025,11:34:45,0,50.529520,18.096852,7.48,-0.00,-0.00,0.00,1
15:06:2025,11:34:46,0,50.529522,18.096853,7.48,-0.00,-0.00,0.00,2
15:06:2025,11:34:48,0,50.529525,18.096853,7.48,-0.00,-0.00,0.00,3
15:06:2025,11:34:48,0,50.529526,18.096854,7.48,-0.00,-0.00,0.00,4
15:06:2025,11:34:49,0,50.529527,18.096856,7.48,-0.00,-0.00,0.00,5
15:06:2025,11:34:51,0,50.529528,18.096861,7.48,-0.00,-0.00,0.00,6
15:06:2025,11:34:52,0,50.529533,18.096865,7.48,-0.00,-0.00,0.00,7
15:06:2025,11:34:53,0,50.529534,18.096866,7.48,-0.00,-0.00,0.00,8
15:06:2025,11:34:53,0,50.529531,18.096868,7.48,-0.00,-0.00,0.00,9
15:06:2025,11:34:54,0,50.529531,18.096867,7.48,-0.00,-0.00,0.00,10
15:06:2025,11:34:55,0,50.529531,18.096868,7.48,-0.00,-0.00,0.00,0
15:06:2025,11:34:56,0,50.529527,18.096869,7.48,-0.00,-0.00,0.00,1
15:06:2025,11:34:57,0,50.529520,18.096872,7.48,-0.00,-0.00,0.00,2
15:06:2025,11:34:58,0,50.529515,18.096871,7.48,-0.00,-0.00,0.00,3
15:06:2025,11:34:59,0,50.529511,18.096870,7.48,-0.00,-0.00,0.00,4
15:06:2025,11:35:00,0,50.529509,18.096870,7.48,-0.00,-0.00,0.00,5
15:06:2025,11:35:01,0,50.529504,18.096871,7.48,-0.00,-0.00,0.00,6
15:06:2025,11:35:02,0,50.529502,18.096869,44.36,0.06,2.66,0.00,7
15:06:2025,11:35:03,0,50.529499,18.096869,47.22,0.01,0.47,0.00,8
15:06:2025,11:35:04,0,50.529497,18.096867,47.69,0.01,0.48,0.00,9
15:06:2025,11:35:05,0,50.529498,18.096865,47.95,0.01,0.48,0.00,10
15:06:2025,11:35:06,0,50.529500,18.096862,48.09,0.01,0.48,0.00,0
15:06:2025,11:35:07,0,50.529499,18.096861,48.22,0.01,0.48,0.00,1
15:06:2025,11:35:08,0,50.529497,18.096862,48.29,0.01,0.48,0.00,2
15:06:2025,11:35:09,0,50.529497,18.096861,48.35,0.01,0.48,0.00,3
15:06:2025,11:35:10,0,50.529496,18.096859,48.39,0.01,0.48,0.00,4
15:06:2025,11:35:11,0,50.529495,18.096858,48.17,0.02,0.96,0.00,5
15:06:2025,11:35:12,0,50.529493,18.096860,48.02,0.02,0.96,0.00,6
15:06:2025,11:35:13,0,50.529492,18.096861,47.42,0.13,6.16,0.00,7
15:06:2025,11:35:14,7,50.529492,18.096860,45.33,0.09,4.08,0.00,8
15:06:2025,11:35:15,7,50.529492,18.096858,45.13,0.17,7.67,0.00,9
15:06:2025,11:35:16,8,50.529494,18.096857,45.26,0.16,7.24,0.00,10
15:06:2025,11:35:17,9,50.529496,18.096855,45.08,0.12,5.41,0.00,0
15:06:2025,11:35:18,10,50.529495,18.096854,44.68,0.12,5.36,0.00,1
15:06:2025,11:35:19,12,50.529493,18.096853,44.83,0.10,4.48,0.00,2
15:06:2025,11:35:20,13,50.529493,18.096851,43.88,0.27,11.85,0.00,3
15:06:2025,11:35:21,14,50.529493,18.096849,44.42,0.22,9.77,0.00,4
15:06:2025,11:35:22,15,50.529494,18.096847,44.66,0.11,4.91,0.00,5
15:06:2025,11:35:23,16,50.529493,18.096846,44.29,0.25,11.07,0.00,6
15:06:2025,11:35:24,16,50.529492,18.096845,44.54,0.21,9.35,0.00,7
15:06:2025,11:35:25,16,50.529499,18.096842,44.50,0.11,4.90,0.00,8
15:06:2025,11:35:26,15,50.529498,18.096842,44.90,0.03,1.35,0.00,9
15:06:2025,11:35:27,13,50.529497,18.096841,47.00,0.01,0.47,0.00,10
15:06:2025,11:35:28,10,50.529496,18.096839,47.53,0.01,0.48,0.00,0
15:06:2025,11:35:29,7,50.529497,18.096838,47.83,0.01,0.48,0.00,1
15:06:2025,11:35:30,7,50.529499,18.096836,47.98,0.01,0.48,0.00,2
15:06:2025,11:35:31,7,50.529501,18.096834,48.09,0.01,0.48,0.00,3
15:06:2025,11:35:32,7,50.529500,18.096835,48.15,0.01,0.48,0.00,4
15:06:2025,11:35:33,7,50.529498,18.096835,48.22,0.01,0.48,0.00,5
15:06:2025,11:35:34,7,50.529494,18.096840,48.25,0.01,0.48,0.00,6
15:06:2025,11:35:35,7,50.529494,18.096839,48.28,0.01,0.48,0.00,7
15:06:2025,11:35:36,7,50.529491,18.096841,48.31,0.01,0.48,0.00,8
15:06:2025,11:35:37,0,50.529485,18.096841,48.33,0.01,0.48,0.00,9
15:06:2025,11:35:38,0,50.529480,18.096840,48.34,0.01,0.48,0.00,10
15:06:2025,11:35:39,0,50.529476,18.096839,48.35,0.01,0.48,0.00,0
15:06:2025,11:35:40,0,50.529471,18.096838,48.36,0.01,0.48,0.00,1
15:06:2025,11:35:41,0,50.529470,18.096838,48.36,0.01,0.48,0.00,2
15:06:2025,11:35:42,0,50.529467,18.096838,48.37,0.01,0.48,0.00,3
15:06:2025,11:35:43,0,50.529466,18.096836,48.37,0.01,0.48,0.00,4
15:06:2025,11:35:44,0,50.529466,18.096836,48.37,0.01,0.48,0.00,5
15:06:2025,11:35:45,0,50.529464,18.096834,48.37,0.01,0.48,0.00,6
15:06:2025,11:35:47,0,50.529464,18.096831,48.36,0.01,0.48,0.00,7
15:06:2025,11:35:47,0,50.529465,18.096830,48.36,0.01,0.48,0.00,8
15:06:2025,11:35:48,0,50.529466,18.096829,48.36,0.01,0.48,0.00,9
15:06:2025,11:35:49,0,50.529464,18.096829,48.35,0.01,0.48,0.00,10
15:06:2025,11:35:50,0,50.529463,18.096827,48.35,0.01,0.48,0.00,0
15:06:2025,11:35:51,0,50.529460,18.096827,48.35,0.01,0.48,0.00,1
15:06:2025,11:35:52,0,50.529458,18.096827,48.34,0.01,0.48,0.00,2
15:06:2025,11:35:53,0,50.529453,18.096830,48.34,0.01,0.48,0.00,3
15:06:2025,11:35:54,0,50.529449,18.096832,48.33,0.01,0.48,0.00,4
15:06:2025,11:35:55,0,50.529450,18.096832,48.33,0.01,0.48,0.00,5
15:06:2025,11:35:56,0,50.529451,18.096829,48.33,0.01,0.48,0.00,6
15:06:2025,11:35:57,0,50.529451,18.096831,48.32,0.01,0.48,0.00,7
15:06:2025,11:35:58,0,50.529449,18.096830,48.32,0.01,0.48,0.00,8
15:06:2025,11:35:59,0,50.529450,18.096830,48.31,0.01,0.48,0.00,9
15:06:2025,11:36:00,0,50.529449,18.096830,48.31,0.01,0.48,0.00,10
15:06:2025,11:36:01,0,50.529449,18.096829,48.30,0.01,0.48,0.00,0
15:06:2025,11:36:02,0,50.529446,18.096830,48.30,0.01,0.48,0.00,1
15:06:2025,11:36:03,0,50.529445,18.096827,48.29,0.01,0.48,0.00,2
15:06:2025,11:36:04,0,50.529448,18.096825,48.29,0.01,0.48,0.00,3
15:06:2025,11:36:05,0,50.529443,18.096827,48.28,0.01,0.48,0.00,4
15:06:2025,11:36:06,0,50.529438,18.096832,48.28,0.01,0.48,0.00,5
15:06:2025,11:36:07,0,50.529434,18.096833,48.27,0.01,0.48,0.00,6
15:06:2025,11:36:08,0,50.529433,18.096832,48.27,0.01,0.48,0.00,7
15:06:2025,11:36:10,0,50.529432,18.096832,48.26,0.01,0.48,0.00,8
15:06:2025,11:36:11,0,50.529432,18.096833,48.26,0.01,0.48,0.03,9
15:06:2025,11:36:11,0,50.529430,18.096834,48.25,0.01,0.48,0.00,10
15:06:2025,11:36:12,0,50.529432,18.096836,48.25,0.01,0.48,0.00,0
15:06:2025,11:36:13,0,50.529436,18.096834,48.24,0.01,0.48,0.00,1
15:06:2025,11:36:14,0,50.529440,18.096833,48.24,0.01,0.48,0.00,2
15:06:2025,11:36:15,0,50.529449,18.096828,48.23,0.01,0.48,0.00,3
15:06:2025,11:36:16,0,50.529457,18.096826,48.23,0.01,0.48,0.00,4
15:06:2025,11:36:17,0,50.529458,18.096825,48.22,0.01,0.48,0.00,5
15:06:2025,11:36:18,0,50.529460,18.096827,48.22,0.01,0.48,0.00,6
15:06:2025,11:36:19,0,50.529464,18.096832,48.21,0.01,0.48,0.00,7
15:06:2025,11:36:20,0,50.529461,18.096827,48.21,0.01,0.48,0.00,8
15:06:2025,11:36:21,0,50.529459,18.096829,48.20,0.01,0.48,0.00,9
15:06:2025,11:36:22,0,50.529459,18.096832,48.20,0.01,0.48,0.00,10
15:06:2025,11:36:23,0,50.529461,18.096830,48.19,0.01,0.48,0.00,0
15:06:2025,11:36:24,0,50.529462,18.096830,48.19,0.01,0.48,0.00,1
15:06:2025,11:36:25,0,50.529463,18.096831,48.18,0.01,0.48,0.00,2
