t,s,spd,lat,lon,voltage,current,watt,wh,id
13:06:2025,17:14:46,29,50.529905,18.090851,44.73,0.01,0.47,53.38,5
13:06:2025,17:14:47,28,50.529971,18.090898,44.87,0.01,0.47,53.38,6
13:06:2025,17:14:48,28,50.530037,18.090946,45.03,0.01,0.47,53.38,7
13:06:2025,17:14:49,28,50.530102,18.090996,45.11,0.02,0.93,53.38,8
13:06:2025,17:14:50,28,50.530165,18.091050,43.30,1.07,46.35,53.39,9
13:06:2025,17:14:51,27,50.530225,18.091112,43.07,0.74,31.89,53.40,10
13:06:2025,17:14:52,27,50.530279,18.091183,42.97,0.60,25.80,53.41,0
13:06:2025,17:14:53,26,50.530322,18.091266,42.96,0.51,21.93,53.41,1
13:06:2025,17:14:54,26,50.530354,18.091360,42.29,0.80,33.85,53.42,2
13:06:2025,17:14:55,25,50.530371,18.091460,41.82,0.91,38.08,53.43,3
13:06:2025,17:14:56,25,50.530376,18.091561,41.17,1.15,47.37,53.44,4
13:06:2025,17:14:57,24,50.530366,18.091658,40.00,1.71,68.42,53.46,5
13:06:2025,17:14:58,24,50.530344,18.091748,38.10,3.11,118.51,53.48,6
13:06:2025,17:14:59,24,50.530312,18.091827,36.19,4.17,150.93,53.52,7
13:06:2025,17:15:00,24,50.530273,18.091898,35.89,4.11,147.53,53.56,8
13:06:2025,17:15:01,24,50.530229,18.091966,34.90,4.88,170.33,53.61,9
13:06:2025,17:15:02,24,50.530186,18.092031,34.30,5.27,180.78,53.66,10
13:06:2025,17:15:03,24,50.530141,18.092096,33.27,6.36,211.61,53.72,0
13:06:2025,17:15:04,24,50.530093,18.092159,33.46,5.93,198.44,53.77,1
13:06:2025,17:15:05,24,50.530046,18.092221,33.04,6.38,210.81,53.83,2
13:06:2025,17:15:06,25,50.529997,18.092281,33.01,6.36,209.96,53.90,3
13:06:2025,17:15:07,25,50.529946,18.092339,33.23,6.06,201.39,53.95,4
13:06:2025,17:15:08,25,50.529894,18.092395,33.25,6.10,202.84,54.01,5
13:06:2025,17:15:09,25,50.529840,18.092450,33.56,5.76,193.32,54.06,6
13:06:2025,17:15:10,25,50.529787,18.092507,33.59,5.76,193.50,54.12,7
13:06:2025,17:15:11,25,50.529733,18.092564,33.63,5.74,193.05,54.16,8
13:06:2025,17:15:12,26,50.529680,18.092623,33.96,6.88,233.66,54.21,9
13:06:2025,17:15:13,26,50.529628,18.092684,33.99,6.42,218.23,54.20,10
13:06:2025,17:15:14,26,50.529577,18.092749,34.05,6.21,211.47,54.34,0
13:06:2025,17:15:15,26,50.529529,18.092818,34.19,5.96,203.79,54.40,1
13:06:2025,17:15:16,26,50.529485,18.092892,34.23,5.85,200.26,54.45,2
13:06:2025,17:15:17,26,50.529446,18.092975,34.19,5.91,202.08,54.51,3
13:06:2025,17:15:18,26,50.529414,18.093064,34.21,5.86,200.49,54.57,4
13:06:2025,17:15:19,26,50.529389,18.093159,34.36,5.64,193.81,54.63,5
13:06:2025,17:15:20,26,50.529376,18.093259,34.27,5.81,199.13,54.68,6
13:06:2025,17:15:21,26,50.529376,18.093361,34.47,5.52,190.29,54.73,7
13:06:2025,17:15:22,26,50.529388,18.093462,34.38,5.68,195.30,54.79,8
13:06:2025,17:15:23,26,50.529417,18.093553,34.41,5.60,192.71,54.83,9
13:06:2025,17:15:24,26,50.529461,18.093628,34.56,5.37,185.61,54.88,10
13:06:2025,17:15:25,26,50.529513,18.093691,34.59,5.38,186.11,54.93,0
13:06:2025,17:15:26,27,50.529570,18.093744,34.93,4.92,171.87,54.99,1
13:06:2025,17:15:27,27,50.529630,18.093794,35.04,4.84,169.61,55.04,2
13:06:2025,17:15:28,26,50.529691,18.093843,39.74,0.01,0.42,55.07,3
13:06:2025,17:15:29,26,50.529752,18.093889,40.79,0.01,0.43,55.07,4
13:06:2025,17:15:30,26,50.529812,18.093934,41.57,0.01,0.44,55.07,5
13:06:2025,17:15:31,25,50.529869,18.093984,42.22,0.01,0.45,55.07,6
13:06:2025,17:15:32,25,50.529920,18.094046,42.67,0.01,0.45,55.07,7
13:06:2025,17:15:33,24,50.529961,18.094121,43.05,0.01,0.45,55.07,8
13:06:2025,17:15:34,23,50.529986,18.094207,43.36,0.01,0.46,55.07,9
13:06:2025,17:15:35,23,50.529994,18.094300,43.58,0.01,0.46,55.07,10
13:06:2025,17:15:36,22,50.529984,18.094388,43.82,0.01,0.46,55.07,0
13:06:2025,17:15:37,21,50.529962,18.094467,44.08,0.01,0.47,55.07,1
13:06:2025,17:15:38,21,50.529935,18.094539,44.27,0.01,0.47,55.07,2
13:06:2025,17:15:39,20,50.529908,18.094608,44.44,0.01,0.47,55.07,3
13:06:2025,17:15:40,19,50.529883,18.094676,44.60,0.01,0.47,55.07,4
13:06:2025,17:15:41,18,50.529859,18.094743,44.76,0.01,0.47,55.07,5
13:06:2025,17:15:42,18,50.529836,18.094808,44.85,0.02,0.92,55.07,6
13:06:2025,17:15:43,18,50.529812,18.094872,44.96,0.02,0.92,55.07,7
13:06:2025,17:15:44,17,50.529789,18.094931,45.06,0.02,0.93,55.07,8
13:06:2025,17:15:45,16,50.529764,18.094987,43.37,0.86,37.32,55.07,9
13:06:2025,17:15:46,16,50.529740,18.095040,42.48,1.04,44.20,55.08,10
13:06:2025,17:15:47,16,50.529715,18.095092,40.27,2.03,81.77,55.10,0
13:06:2025,17:15:48,16,50.529691,18.095143,36.13,5.06,182.84,5.14,1
13:06:2025,17:15:49,17,50.529666,18.095195,35.85,4.55,163.14,55.20,2
13:06:2025,17:15:50,17,50.529640,18.095249,34.67,5.45,188.97,55.25,3
13:06:2025,17:15:51,18,50.529613,18.095303,34.55,5.35,184.86,55.30,4
13:06:2025,17:15:52,18,50.529584,18.095359,34.74,4.96,172.33,55.35,5
13:06:2025,17:15:53,18,50.529554,18.095416,35.15,4.44,156.09,55.39,6
13:06:2025,17:15:54,19,50.529524,18.095473,35.45,4.11,145.72,55.44,7
13:06:2025,17:15:55,19,50.529494,18.095532,34.98,4.76,166.52,55.48,8
13:06:2025,17:15:56,19,50.529465,18.095591,33.22,6.68,221.93,55.54,9
13:06:2025,17:15:57,20,50.529435,18.095650,33.43,6.31,210.96,55.59,10
13:06:2025,17:15:58,20,50.529403,18.095714,32.85,6.82,224.06,55.66,0
13:06:2025,17:15:59,21,50.529371,18.095778,33.26,6.26,208.23,55.71,1
13:06:2025,17:16:00,21,50.529337,18.095842,33.45,6.05,202.39,55.76,2
13:06:2025,17:16:01,22,50.529304,18.095910,33.04,6.59,217.75,55.83,3
13:06:2025,17:16:02,22,50.529270,18.095980,33.59,591.00,19851.69,5.89,4
13:06:2025,17:16:03,22,50.529236,18.096050,33.92,5.58,189.29,55.94,5
13:06:2025,17:16:04,23,50.529204,18.096125,34.23,5.22,178.70,55.99,6
13:06:2025,17:16:05,23,50.529171,18.096199,34.48,5.02,173.11,56.04,7
13:06:2025,17:16:06,23,50.529141,18.096275,34.81,4.69,163.28,56.09,8
13:06:2025,17:16:07,23,50.529110,18.096353,35.04,4.48,157.00,56.14,9
13:06:2025,17:16:08,24,50.529076,18.096434,34.50,5.19,179.07,56.18,10
13:06:2025,17:16:09,24,50.529044,18.096515,34.83,4.76,165.81,56.23,0
13:06:2025,17:16:10,24,50.529014,18.096597,35.09,4.44,155.82,56.28,1
13:06:2025,17:16:11,24,50.528983,18.096681,35.24,4.32,152.26,56.32,2
13:06:2025,17:16:12,24,50.528953,18.096766,35.78,5.33,190.73,56.35,3
13:06:2025,17:16:13,25,50.528924,18.096852,35.98,4.56,164.09,56.40,4
13:06:2025,17:16:14,25,50.528894,18.096938,34.26,6.50,222.71,56.47,5
13:06:2025,17:16:15,26,50.528861,18.097022,34.51,5.93,204.66,56.52,6
13:06:2025,17:16:16,26,50.528824,18.097105,34.69,5.61,194.63,56.58,7
13:06:2025,17:16:17,26,50.528781,18.097183,34.87,5.38,187.62,56.63,8
13:06:2025,17:16:18,26,50.528737,18.097259,34.98,5.24,183.31,56.68,9
13:06:2025,17:16:19,26,50.528691,18.097333,34.53,5.80,200.29,56.73,10
13:06:2025,17:16:20,27,50.528641,18.097404,33.87,6.54,221.53,56.80,0
13:06:2025,17:16:21,27,50.528585,18.097464,33.76,6.50,219.46,56.86,1
13:06:2025,17:16:22,27,50.528523,18.097507,33.88,6.31,213.80,56.92,2
13:06:2025,17:16:23,27,50.528456,18.097532,33.90,6.22,210.88,56.98,3
13:06:2025,17:16:24,27,50.528387,18.097538,33.77,6.45,217.84,57.03,4
13:06:2025,17:16:25,27,50.528319,18.097528,33.95,6.16,209.15,57.09,5
13:06:2025,17:16:26,27,50.528252,18.097501,33.91,6.21,210.60,57.15,6
13:06:2025,17:16:27,27,50.528189,18.097460,33.98,6.09,206.96,57.21,7
13:06:2025,17:16:28,27,50.528128,18.097406,33.95,6.13,208.13,57.27,8
13:06:2025,17:16:29,27,50.528076,18.097334,33.88,6.22,210.75,57.33,9
13:06:2025,17:16:30,27,50.528036,18.097244,33.84,6.25,211.52,57.39,10
13:06:2025,17:16:31,27,50.528014,18.097143,34.08,5.91,201.43,57.44,0
13:06:2025,17:16:32,27,50.528014,18.097035,34.16,5.79,197.81,57.51,1
13:06:2025,17:16:33,27,50.528041,18.096938,34.05,6.02,205.00,57.56,2
13:06:2025,17:16:34,28,50.528078,18.096847,34.29,5.68,194.79,57.62,3
13:06:2025,17:16:35,28,50.528115,18.096753,34.54,5.35,184.81,57.67,4
13:06:2025,17:16:36,28,50.528147,18.096656,34.71,5.18,179.82,57.71,5
13:06:2025,17:16:37,28,50.528177,18.096553,34.80,5.14,178.89,57.76,6
13:06:2025,17:16:38,28,50.528204,18.096450,34.98,4.91,171.77,57.81,7
13:06:2025,17:16:39,29,50.528229,18.096344,35.20,4.69,165.11,57.86,8
13:06:2025,17:16:40,29,50.528248,18.096234,35.33,4.58,161.83,57.91,9
13:06:2025,17:16:41,29,50.528262,18.096122,35.47,4.37,155.02,57.95,10
13:06:2025,17:16:42,29,50.528273,18.096007,35.61,4.30,153.14,57.99,0
13:06:2025,17:16:43,29,50.528285,18.095892,35.63,4.26,151.80,58.03,1
13:06:2025,17:16:44,29,50.528298,18.095778,35.75,4.06,145.17,58.08,2
13:06:2025,17:16:45,29,50.528310,18.095664,35.81,4.10,146.84,58.12,3
13:06:2025,17:16:46,29,50.528319,18.095550,35.92,3.96,142.26,58.16,4
13:06:2025,17:16:47,29,50.528326,18.095435,35.93,4.03,144.82,58.20,5
13:06:2025,17:16:48,29,50.528328,18.095318,36.08,3.81,137.49,58.24,6
13:06:2025,17:16:49,29,50.528329,18.095199,36.00,3.91,140.78,58.28,7
13:06:2025,17:16:50,30,50.528329,18.095082,36.17,3.71,134.21,58.31,8
13:06:2025,17:16:51,30,50.528330,18.094964,36.11,3.81,137.60,58.35,9
13:06:2025,17:16:52,30,50.528331,18.094845,36.20,3.72,134.68,58.39,10
13:06:2025,17:16:53,30,50.528333,18.094726,36.20,3.69,133.60,58.43,0
13:06:2025,17:16:54,30,50.528336,18.094607,36.14,3.80,137.35,58.46,1
13:06:2025,17:16:55,30,50.528340,18.094489,36.25,3.65,132.33,58.50,2
13:06:2025,17:16:56,30,50.528347,18.094371,36.34,3.50,127.19,8.54,3
13:06:2025,17:16:57,30,50.528356,18.094253,36.48,3.40,124.05,58.58,4
13:06:2025,17:16:58,30,50.528367,18.094134,36.53,3.37,123.13,58.61,5
13:06:2025,17:16:59,30,50.528384,18.094017,36.53,3.38,123.49,58.65,6
13:06:2025,17:17:00,30,50.528410,18.093903,36.66,3.25,119.17,58.67,7
13:06:2025,17:17:01,30,50.528447,18.093798,36.61,3.33,121.93,58.71,8
13:06:2025,17:17:02,30,50.528493,18.093702,36.64,3.27,119.83,58.74,9
13:06:2025,17:17:03,30,50.528543,18.093610,37.89,1.96,74.29,58.78,10
13:06:2025,17:17:04,31,50.528590,18.093515,38.34,1.84,70.57,58.79,0
13:06:2025,17:17:05,30,50.528630,18.093410,38.28,2.01,76.97,58.81,1
13:06:2025,17:17:06,30,50.528657,18.093299,38.22,2.13,81.43,58.84,2
13:06:2025,17:17:07,30,50.528668,18.093181,38.15,2.21,84.33,58.86,3
13:06:2025,17:17:08,30,50.528667,18.093062,38.16,2.20,83.97,58.89,4
13:06:2025,17:17:09,30,50.528659,18.092946,38.23,2.12,81.07,58.91,5
13:06:2025,17:17:10,30,50.528650,18.092827,38.15,2.20,83.95,58.93,6
13:06:2025,17:17:11,30,50.528642,18.092709,38.13,2.25,85.81,58.95,7
13:06:2025,17:17:12,30,50.528634,18.092592,38.69,1.77,68.50,58.97,8
13:06:2025,17:17:13,30,50.528625,18.092474,39.24,1.39,54.57,58.99,9
13:06:2025,17:17:14,29,50.528616,18.092358,39.81,1.07,42.62,59.00,10
13:06:2025,17:17:15,29,50.528607,18.092243,39.88,1.17,46.68,59.01,0
13:06:2025,17:17:16,29,50.528600,18.092129,39.93,1.18,47.14,59.03,1
13:06:2025,17:17:17,29,50.528592,18.092015,39.90,1.24,49.50,59.04,2
13:06:2025,17:17:18,28,50.528587,18.091901,39.89,1.26,50.28,59.05,3
13:06:2025,17:17:19,28,50.528583,18.091788,39.87,1.29,51.46,59.07,4
13:06:2025,17:17:20,28,50.528579,18.091676,39.81,1.32,52.57,59.08,5
13:06:2025,17:17:21,28,50.528576,18.091565,39.75,1.36,54.08,59.10,6
13:06:2025,17:17:22,28,50.528577,18.091456,39.72,1.36,54.04,59.11,7
13:06:2025,17:17:23,28,50.528578,18.091346,39.69,1.38,54.80,59.13,8
13:06:2025,17:17:24,27,50.528583,18.091237,39.67,1.37,54.37,59.14,9
13:06:2025,17:17:25,28,50.528594,18.091129,39.63,1.41,55.90,59.15,10
13:06:2025,17:17:26,28,50.528612,18.091024,9.64,1.38,13.30,9.17,0
13:06:2025,17:17:27,28,50.528635,18.090920,39.64,1.37,54.33,59.19,1
13:06:2025,17:17:28,28,50.528666,18.090819,41.93,0.01,0.44,59.19,2
13:06:2025,17:17:29,28,50.528703,18.090726,42.53,0.01,0.45,59.19,3
13:06:2025,17:17:30,27,50.528746,18.090640,42.99,0.01,0.46,59.19,4
13:06:2025,17:17:31,27,50.528796,18.090563,43.37,0.01,0.46,59.19,5
13:06:2025,17:17:32,27,50.528851,18.090497,43.72,0.01,0.46,59.19,6
13:06:2025,17:17:33,27,50.528911,18.090445,43.97,0.01,0.47,59.19,7
13:06:2025,17:17:34,27,50.528976,18.090407,44.21,0.01,0.47,59.19,8
13:06:2025,17:17:35,27,50.529044,18.090392,44.40,0.01,0.47,59.19,9
13:06:2025,17:17:36,26,50.529110,18.090398,44.55,0.01,0.47,59.19,10
13:06:2025,17:17:37,26,50.529176,18.090423,44.71,0.01,0.47,59.19,0
13:06:2025,17:17:38,26,50.529239,18.090460,44.88,0.01,0.48,59.19,1
13:06:2025,17:17:39,26,50.529300,18.090504,45.01,0.01,0.48,59.19,2
13:06:2025,17:17:40,26,50.529359,18.090548,45.13,0.01,0.48,59.19,3
13:06:2025,17:17:41,26,50.529419,18.090591,45.22,0.02,0.93,59.19,4
13:06:2025,17:17:42,25,50.529479,18.090630,45.30,0.02,0.93,59.19,5
13:06:2025,17:17:43,25,50.529539,18.090668,44.83,0.43,19.30,59.20,6
13:06:2025,17:17:44,25,50.529600,18.090704,42.68,1.05,44.84,59.21,7
13:06:2025,17:17:45,25,50.529661,18.090739,41.86,1.08,45.23,59.22,8
13:06:2025,17:17:46,25,50.529721,18.090775,41.00,1.32,54.14,59.24,9
13:06:2025,17:17:47,25,50.529781,18.090811,40.27,1.57,63.25,59.25,10
13:06:2025,17:17:48,25,50.529840,18.090847,39.37,1.95,76.79,59.27,0
13:06:2025,17:17:49,25,50.529900,18.090885,38.57,2.21,85.26,59.29,1
13:06:2025,17:17:50,25,50.529960,18.090924,37.91,2.57,97.45,59.31,2
13:06:2025,17:17:51,26,50.530020,18.090964,37.29,3.43,127.93,59.36,3
13:06:2025,17:17:52,26,50.530079,18.091009,37.29,3.15,117.49,59.39,4
13:06:2025,17:17:53,26,50.530137,18.091061,37.35,2.96,110.58,59.42,5
13:06:2025,17:17:54,26,50.530193,18.091119,37.38,2.86,106.93,59.45,6
13:06:2025,17:17:55,26,50.530246,18.091184,37.38,2.81,105.06,59.48,7
13:06:2025,17:17:56,26,50.530292,18.091260,37.36,2.78,103.88,59.51,8
13:06:2025,17:17:57,26,50.530327,18.091350,37.17,2.90,107.81,59.54,9
13:06:2025,17:17:58,26,50.530346,18.091449,36.94,3.09,114.17,59.57,10
13:06:2025,17:17:59,25,50.530347,18.091551,36.75,3.20,117.62,59.60,0
13:06:2025,17:18:00,25,50.530331,18.091650,36.53,3.35,122.40,59.64,1
13:06:2025,17:18:01,25,50.530301,18.091740,38.37,1.62,62.18,59.66,2
13:06:2025,17:18:02,24,50.530261,18.091817,39.04,1.35,52.73,59.67,3
13:06:2025,17:18:03,24,50.530213,18.091881,39.09,1.49,58.27,59.68,4
13:06:2025,17:18:04,24,50.530164,18.091939,39.08,1.57,61.38,59.70,5
13:06:2025,17:18:05,23,50.530116,18.091994,38.94,1.71,66.61,59.72,6
13:06:2025,17:18:06,23,50.530069,18.092049,38.72,1.86,72.04,59.74,7
13:06:2025,17:18:07,22,50.530023,18.092105,39.30,1.37,53.86,59.76,8
13:06:2025,17:18:08,22,50.529979,18.092160,39.17,1.54,60.34,59.77,9
13:06:2025,17:18:09,21,50.529937,18.092216,38.98,1.70,66.29,59.79,10
13:06:2025,17:18:10,21,50.529896,18.092269,39.25,1.49,58.51,59.81,0
13:06:2025,17:18:11,20,50.529856,18.092323,39.10,1.62,63.37,59.83,1
13:06:2025,17:18:12,20,50.529816,18.092376,38.88,1.79,69.62,59.85,2
13:06:2025,17:18:13,19,50.529778,18.092428,38.68,1.88,72.74,59.87,3
13:06:2025,17:18:14,19,50.529740,18.092480,38.52,1.95,75.14,59.88,4
13:06:2025,17:18:15,19,50.529706,18.092537,38.24,2.13,81.47,59.90,5
13:06:2025,17:18:16,19,50.529676,18.092594,38.01,2.25,85.54,59.93,6
13:06:2025,17:18:17,18,50.529647,18.092653,37.88,2.28,86.39,59.95,7
13:06:2025,17:18:18,19,50.529618,18.092710,35.74,4.19,149.77,59.99,8
13:06:2025,17:18:19,19,50.529587,18.092767,34.48,5.21,179.66,60.03,9
13:06:2025,17:18:20,19,50.529554,18.092821,33.34,6.24,208.06,60.09,10
13:06:2025,17:18:21,19,50.529522,18.092878,32.61,6.89,224.70,60.15,0
13:06:2025,17:18:22,20,50.529489,18.092935,33.07,6.18,204.39,60.22,1
13:06:2025,17:18:23,20,50.529456,18.092994,33.28,5.95,198.04,60.27,2
13:06:2025,17:18:24,21,50.529426,18.093058,33.61,5.59,187.90,60.32,3
13:06:2025,17:18:25,21,50.529401,18.093129,33.95,5.24,177.92,60.37,4
13:06:2025,17:18:26,21,50.529380,18.093205,34.24,4.94,169.17,60.41,5
13:06:2025,17:18:27,21,50.529368,18.093287,34.39,4.84,166.47,60.46,6
13:06:2025,17:18:28,21,50.529367,18.093372,34.68,4.58,158.86,60.50,7
13:06:2025,17:18:29,21,50.529376,18.093455,34.75,4.57,158.83,60.56,8
13:06:2025,17:18:30,22,50.529398,18.093534,34.86,4.49,156.54,60.60,9
13:06:2025,17:18:31,22,50.529429,18.093603,34.78,4.63,161.05,60.64,10
13:06:2025,17:18:32,22,50.529467,18.093664,33.43,6.24,208.62,60.69,0
13:06:2025,17:18:33,23,50.529512,18.093719,33.73,5.73,193.29,60.75,1
13:06:2025,17:18:34,23,50.529560,18.093768,33.61,5.87,197.31,60.81,2
13:06:2025,17:18:35,23,50.529610,18.093815,33.15,6.50,215.49,60.86,3
13:06:2025,17:18:36,24,50.529661,18.093864,31.74,8.36,265.37,60.93,4
13:06:2025,17:18:37,25,50.529713,18.093916,32.00,7.82,250.26,60.99,5
13:06:2025,17:18:38,25,50.529767,18.093972,32.44,7.16,232.29,61.06,6
13:06:2025,17:18:39,26,50.529815,18.094038,32.98,6.45,212.74,61.12,7
13:06:2025,17:18:40,26,50.529858,18.094115,33.28,6.19,206.02,61.17,8
13:06:2025,17:18:41,26,50.529892,18.094205,33.16,6.47,214.57,61.24,9
13:06:2025,17:18:42,26,50.529907,18.094304,33.08,6.58,217.69,61.30,10
13:06:2025,17:18:43,26,50.529902,18.094406,32.99,6.67,220.06,61.36,0
13:06:2025,17:18:44,26,50.529879,18.094501,31.87,8.33,265.50,61.43,1
13:06:2025,17:18:45,26,50.529848,18.094591,31.30,8.99,281.41,61.50,2
13:06:2025,17:18:46,26,50.529813,18.094679,31.58,8.48,267.82,61.59,3
13:06:2025,17:18:47,26,50.529777,18.094767,31.72,8.36,265.20,61.66,4
13:06:2025,17:18:48,27,50.529738,18.094853,31.95,8.03,256.58,61.73,5
13:06:2025,17:18:49,27,50.529698,18.094939,32.17,7.79,250.62,61.80,6
13:06:2025,17:18:50,27,50.529657,18.095026,32.46,7.42,240.87,61.87,7
13:06:2025,17:18:51,27,50.529617,18.095114,32.89,8.50,279.59,61.93,8
13:06:2025,17:18:52,28,50.529577,18.095205,33.27,7.65,254.54,62.00,9
13:06:2025,17:18:53,28,50.529537,18.095297,33.60,7.13,239.59,62.08,10
13:06:2025,17:18:54,28,50.529498,18.095391,39.68,0.01,0.40,2.11,0
13:06:2025,17:18:55,27,50.529461,18.095485,40.73,0.01,0.43,62.11,1
13:06:2025,17:18:56,27,50.529423,18.095579,41.53,0.01,0.44,62.11,2
13:06:2025,17:18:57,26,50.529386,18.095670,42.10,0.01,0.45,62.11,3
13:06:2025,17:18:58,26,50.529349,18.095761,42.56,0.01,0.45,62.11,4
13:06:2025,17:18:59,26,50.529315,18.095850,43.01,0.01,0.46,62.11,5
13:06:2025,17:19:00,25,50.529281,18.095937,43.32,0.01,0.46,62.11,6
13:06:2025,17:19:01,25,50.529247,18.096023,43.59,0.01,0.46,62.11,7
13:06:2025,17:19:02,24,50.529213,18.096106,43.83,0.01,0.47,62.11,8
13:06:2025,17:19:03,24,50.529179,18.096187,44.01,0.01,0.47,62.11,9
13:06:2025,17:19:04,23,50.529144,18.096266,44.19,0.01,0.47,62.11,10
13:06:2025,17:19:05,23,50.529110,18.096341,44.35,0.02,0.91,6.11,0
13:06:2025,17:19:06,22,50.529078,18.096416,44.51,0.02,0.92,62.11,1
13:06:2025,17:19:07,22,50.529046,18.096491,44.64,0.02,0.92,62.11,2
13:06:2025,17:19:08,22,50.529014,18.096565,40.91,2.04,83.48,62.12,3
13:06:2025,17:19:09,22,50.528983,18.096636,29.37,15.07,442.65,62.19,4
13:06:2025,17:19:10,23,50.528951,18.096710,32.88,8.06,265.03,62.30,5
13:06:2025,17:19:11,24,50.528918,18.096786,34.02,6.23,211.97,62.37,6
13:06:2025,17:19:12,24,50.528884,18.096864,34.54,5.57,192.41,62.42,7
13:06:2025,17:19:13,25,50.528850,18.096943,33.90,6.33,214.61,62.48,8
13:06:2025,17:19:14,25,50.528815,18.097025,33.49,6.76,226.41,62.54,9
13:06:2025,17:19:15,26,50.528781,18.097109,33.79,6.30,212.90,62.60,10
13:06:2025,17:19:16,26,50.528745,18.097192,34.14,5.81,198.37,62.64,0
13:06:2025,17:19:17,26,50.528705,18.097273,34.31,5.66,194.22,62.70,1
13:06:2025,17:19:18,26,50.528659,18.097348,34.53,5.38,185.79,62.70,2
13:06:2025,17:19:19,26,50.528608,18.097414,34.69,5.19,180.06,62.81,3
13:06:2025,17:19:20,26,50.528551,18.097468,34.68,5.23,181.40,62.86,4
13:06:2025,17:19:21,26,50.528487,18.097502,34.74,5.16,179.28,62.91,5
13:06:2025,17:19:22,26,50.528421,18.097516,34.58,5.34,184.68,62.96,6
13:06:2025,17:19:23,26,50.528354,18.097515,34.53,5.42,187.17,63.01,7
13:06:2025,17:19:24,26,50.528289,18.097501,34.46,5.49,189.21,63.07,8
13:06:2025,17:19:25,26,50.528225,18.097468,34.35,5.60,192.38,63.12,9
13:06:2025,17:19:26,26,50.528168,18.097415,34.34,5.63,193.36,63.18,10
13:06:2025,17:19:27,26,50.528115,18.097351,34.48,5.41,186.56,63.23,0
13:06:2025,17:19:28,26,50.528068,18.097277,34.31,5.65,193.87,63.28,1
13:06:2025,17:19:29,26,50.528036,18.097188,34.17,5.81,198.55,63.32,2
13:06:2025,17:19:30,26,50.528026,18.097089,34.29,5.63,193.07,63.37,3
13:06:2025,17:19:31,26,50.528040,18.096990,34.54,5.30,183.08,63.43,4
13:06:2025,17:19:32,26,50.528071,18.096896,34.78,0.95,33.04,3.48,5
13:06:2025,17:19:33,27,50.528106,18.096806,35.10,4.64,162.89,63.53,6
13:06:2025,17:19:34,27,50.528142,18.096716,35.29,4.45,157.06,63.57,7
13:06:2025,17:19:35,27,50.528173,18.096621,35.35,4.48,158.39,63.62,8
13:06:2025,17:19:36,27,50.528198,18.096522,35.45,4.41,156.36,63.66,9
13:06:2025,17:19:37,27,50.528219,18.096419,35.71,4.11,146.79,63.71,10
13:06:2025,17:19:38,27,50.528239,18.096316,35.82,3.99,142.94,63.75,0
13:06:2025,17:19:39,28,50.528258,18.096211,36.03,3.78,136.22,63.79,1
13:06:2025,17:19:40,28,50.528275,18.096106,36.09,3.74,135.00,63.82,2
13:06:2025,17:19:41,28,50.528290,18.095999,36.05,3.80,137.01,63.86,3
13:06:2025,17:19:42,28,50.528302,18.095890,36.09,3.76,135.72,63.89,4
13:06:2025,17:19:43,28,50.528310,18.095781,36.11,3.75,135.44,63.93,5
13:06:2025,17:19:44,28,50.528315,18.095670,36.18,3.68,133.17,63.97,6
13:06:2025,17:19:45,28,50.528319,18.095560,36.32,3.53,128.23,64.01,7
13:06:2025,17:19:46,28,50.528323,18.095448,36.32,3.60,130.78,64.04,8
13:06:2025,17:19:47,28,50.528326,18.095336,36.33,3.55,128.99,64.08,9
13:06:2025,17:19:48,28,50.528329,18.095224,36.33,3.55,128.99,64.12,10
13:06:2025,17:19:49,28,50.528331,18.095111,36.33,3.57,129.72,64.16,0
13:06:2025,17:19:50,28,50.528333,18.094998,36.36,3.54,128.74,64.19,1
13:06:2025,17:19:51,28,50.528335,18.094886,36.87,3.98,146.77,64.23,2
13:06:2025,17:19:52,28,50.528336,18.094773,36.93,3.72,137.40,64.27,3
13:06:2025,17:19:53,28,50.528337,18.094660,36.89,3.72,137.25,64.30,4
13:06:2025,17:19:54,28,50.528339,18.094548,36.93,3.61,133.34,64.34,5
13:06:2025,17:19:55,28,50.528341,18.094436,36.99,3.48,128.75,64.37,6
13:06:2025,17:19:56,28,50.528345,18.094323,36.97,3.48,128.68,64.41,7
13:06:2025,17:19:57,29,50.528353,18.094211,37.01,3.41,126.23,64.45,8
13:06:2025,17:19:58,29,50.528368,18.094101,37.02,3.40,125.89,64.48,9
13:06:2025,17:19:59,29,50.528392,18.093995,37.09,3.26,120.94,64.52,10
13:06:2025,17:20:00,29,50.528425,18.093893,37.12,3.24,120.29,64.55,0
13:06:2025,17:20:01,29,50.528467,18.093799,37.13,3.20,118.84,64.58,1
13:06:2025,17:20:02,29,50.528514,18.093712,37.18,3.14,116.77,64.62,2
13:06:2025,17:20:03,29,50.528560,18.093622,37.36,2.93,109.49,64.65,3
13:06:2025,17:20:04,29,50.528600,18.093526,37.37,2.97,111.01,64.68,4
13:06:2025,17:20:05,29,50.528630,18.093422,37.37,2.98,111.39,64.71,5
13:06:2025,17:20:06,29,50.528651,18.093312,37.38,2.94,109.92,64.74,6
13:06:2025,17:20:07,29,50.528660,18.093196,37.35,2.97,110.95,64.77,7
13:06:2025,17:20:08,29,50.528659,18.093078,37.44,2.88,107.85,64.79,8
13:06:2025,17:20:09,30,50.528655,18.092959,37.58,2.72,102.24,64.83,9
