t,s,spd,lat,lon,voltage,current,watt,wh,id
14:06:2025,12:29:03,0,50.529314,18.096621,46.20,0.02,0.92,0.00,10
14:06:2025,12:29:05,0,50.529312,18.096623,46.20,0.02,0.92,0.00,0
14:06:2025,12:29:05,0,50.529311,18.096623,46.20,0.02,0.92,0.00,1
14:06:2025,12:29:06,0,50.529310,18.096624,46.20,0.02,0.92,0.00,2
14:06:2025,12:29:07,0,50.529309,18.096626,46.20,0.02,0.92,0.00,3
14:06:2025,12:29:08,0,50.529308,18.096626,46.20,0.02,0.92,0.00,4
14:06:2025,12:29:09,0,50.529308,18.096625,46.20,0.02,0.92,0.00,5
14:06:2025,12:29:11,0,50.529308,18.096623,46.20,0.02,0.92,0.00,6
14:06:2025,12:29:11,0,50.529309,18.096622,46.20,0.02,0.92,0.00,7
14:06:2025,12:29:12,0,50.529310,18.096620,46.20,0.02,0.92,0.00,8
14:06:2025,12:29:13,0,50.529311,18.096618,46.20,0.02,0.92,0.00,9
14:06:2025,12:29:15,0,50.529311,18.096617,46.20,0.02,0.92,0.00,10
14:06:2025,12:29:16,0,50.529314,18.096614,46.20,0.02,0.92,0.00,1
14:06:2025,12:29:17,0,50.529315,18.096611,46.20,0.02,0.92,0.00,2
14:06:2025,12:29:18,0,50.529315,18.096608,46.20,0.02,0.92,0.00,3
14:06:2025,12:29:19,0,50.529315,18.096607,46.20,0.02,0.92,0.00,4
14:06:2025,12:29:20,0,50.529316,18.096605,46.20,0.02,0.92,0.00,5
14:06:2025,12:29:21,0,50.529316,18.096603,46.20,0.02,0.92,0.00,6
14:06:2025,12:29:22,0,50.529316,18.096602,46.20,0.02,0.92,0.00,7
14:06:2025,12:29:23,0,50.529314,18.096599,46.20,0.02,0.92,0.00,8
14:06:2025,12:29:24,0,50.529311,18.096595,46.20,0.02,0.92,0.00,9
14:06:2025,12:29:25,0,50.529308,18.096591,46.20,0.02,0.92,0.00,10
14:06:2025,12:29:26,0,50.529307,18.096586,46.20,0.02,0.92,0.00,0
14:06:2025,12:29:27,0,50.529305,18.096578,46.20,0.02,0.92,0.00,1
14:06:2025,12:29:28,0,50.529302,18.096570,46.20,0.02,0.92,0.00,2
14:06:2025,12:29:29,0,50.529297,18.096562,46.20,0.02,0.92,0.00,3
14:06:2025,12:29:30,0,50.529290,18.096560,46.20,0.02,0.92,0.00,4
14:06:2025,12:29:32,2,50.529287,18.096556,46.20,0.02,0.92,0.00,5
14:06:2025,12:29:32,2,50.529284,18.096553,46.20,0.02,0.92,0.00,6
14:06:2025,12:29:33,2,50.529282,18.096550,46.20,0.02,0.92,0.00,7
14:06:2025,12:29:34,2,50.529278,18.096546,46.20,0.02,0.92,0.00,8
14:06:2025,12:29:35,2,50.529275,18.096542,46.20,0.02,0.92,0.00,9
14:06:2025,12:29:36,2,50.529272,18.096535,46.20,0.02,0.92,0.00,10
14:06:2025,12:29:37,2,50.529272,18.096532,46.20,0.02,0.92,0.00,0
14:06:2025,12:29:38,2,50.529271,18.096528,46.20,0.02,0.92,0.00,1
14:06:2025,12:29:39,2,50.529272,18.096526,46.20,0.02,0.92,0.00,2
14:06:2025,12:29:40,2,50.529272,18.096522,46.20,0.02,0.92,0.00,3
14:06:2025,12:29:41,1,50.529272,18.096519,46.20,0.02,0.92,0.00,4
14:06:2025,12:29:42,1,50.529271,18.096515,46.20,0.02,0.92,0.00,5
14:06:2025,12:29:43,1,50.529269,18.096511,46.20,0.02,0.92,0.00,6
14:06:2025,12:29:44,1,50.529266,18.096504,46.20,0.02,0.92,0.00,7
14:06:2025,12:29:45,1,50.529265,18.096498,46.20,0.02,0.92,0.00,8
14:06:2025,12:29:46,1,50.529264,18.096491,46.20,0.02,0.92,0.00,9
14:06:2025,12:29:47,2,50.529262,18.096483,46.20,0.02,0.92,0.00,10
14:06:2025,12:29:48,2,50.529261,18.096477,46.20,0.02,0.92,0.00,0
14:06:2025,12:29:49,2,50.529262,18.096470,46.20,0.02,0.92,0.00,1
14:06:2025,12:29:50,2,50.529261,18.096461,46.20,0.02,0.92,0.00,2
14:06:2025,12:29:51,2,50.529262,18.096452,46.20,0.02,0.92,0.00,3
14:06:2025,12:29:52,2,50.529263,18.096442,46.20,0.02,0.92,0.00,4
14:06:2025,12:29:53,2,50.529264,18.096432,46.20,0.02,0.92,0.00,5
14:06:2025,12:29:54,2,50.529264,18.096423,46.20,0.02,0.92,0.00,6
14:06:2025,12:29:55,2,50.529265,18.096414,46.20,0.02,0.92,0.00,7
14:06:2025,12:29:56,2,50.529267,18.096405,46.20,0.02,0.92,0.00,8
14:06:2025,12:29:57,2,50.529269,18.096396,46.20,0.02,0.92,0.00,9
14:06:2025,12:29:58,2,50.529271,18.096386,46.20,0.02,0.92,0.00,10
14:06:2025,12:29:59,2,50.529274,18.096377,46.20,0.02,0.92,0.00,0
14:06:2025,12:30:00,2,50.529277,18.096368,46.20,0.02,0.92,0.00,1
14:06:2025,12:30:02,2,50.529280,18.096360,46.20,0.02,0.92,0.00,2
14:06:2025,12:30:02,2,50.529283,18.096351,46.20,0.02,0.92,0.00,3
14:06:2025,12:30:03,2,50.529285,18.096342,46.20,0.02,0.92,0.00,4
14:06:2025,12:30:04,2,50.529288,18.096334,46.20,0.02,0.92,0.00,5
14:06:2025,12:30:05,2,50.529291,18.096325,46.20,0.02,0.92,0.00,6
14:06:2025,12:30:06,2,50.529294,18.096317,46.20,0.02,0.92,0.00,7
14:06:2025,12:30:07,2,50.529297,18.096309,46.20,0.02,0.92,0.00,8
14:06:2025,12:30:08,2,50.529299,18.096302,46.20,0.02,0.92,0.00,9
14:06:2025,12:30:09,2,50.529302,18.096295,46.20,0.02,0.92,0.00,10
14:06:2025,12:30:10,2,50.529304,18.096289,46.20,0.02,0.92,0.00,0
14:06:2025,12:30:11,2,50.529306,18.096283,46.20,0.02,0.92,0.00,1
14:06:2025,12:30:12,1,50.529308,18.096277,46.20,0.02,0.92,0.00,2
14:06:2025,12:30:13,1,50.529311,18.096270,46.20,0.02,0.92,0.00,3
14:06:2025,12:30:14,1,50.529313,18.096264,46.20,0.02,0.92,0.00,4
14:06:2025,12:30:15,1,50.529315,18.096258,46.20,0.02,0.92,0.00,5
14:06:2025,12:30:16,1,50.529317,18.096251,46.20,0.02,0.92,0.00,6
14:06:2025,12:30:17,1,50.529319,18.096245,46.20,0.02,0.92,0.00,7
14:06:2025,12:30:18,1,50.529320,18.096241,46.20,0.02,0.92,0.00,8
14:06:2025,12:30:19,1,50.529320,18.096239,46.20,0.02,0.92,0.00,9
14:06:2025,12:30:20,1,50.529320,18.096238,46.20,0.02,0.92,0.00,10
14:06:2025,12:30:21,1,50.529320,18.096238,46.20,0.02,0.92,0.00,0
14:06:2025,12:30:22,1,50.529320,18.096238,46.20,0.02,0.92,0.00,1
14:06:2025,12:30:23,1,50.529319,18.096238,46.20,0.02,0.92,0.00,2
14:06:2025,12:30:24,1,50.529319,18.096239,46.20,0.02,0.92,0.00,3
14:06:2025,12:30:25,1,50.529319,18.096239,46.20,0.02,0.92,0.00,4
14:06:2025,12:30:26,0,50.529319,18.096240,46.20,0.02,0.92,0.00,5
14:06:2025,12:30:27,0,50.529318,18.096240,46.20,0.02,0.92,0.00,6
14:06:2025,12:30:28,0,50.529318,18.096241,46.20,0.02,0.92,0.00,7
14:06:2025,12:30:29,0,50.529318,18.096241,46.20,0.02,0.92,0.00,8
14:06:2025,12:30:30,0,50.529318,18.096241,46.20,0.02,0.92,0.00,9
14:06:2025,12:30:31,0,50.529318,18.096242,46.20,0.02,0.92,0.00,10
14:06:2025,12:30:32,0,50.529318,18.096242,46.20,0.02,0.92,0.00,0
14:06:2025,12:30:33,0,50.529318,18.096242,46.20,0.02,0.92,0.00,1
14:06:2025,12:30:35,0,50.529318,18.096241,46.20,0.02,0.92,0.00,2
14:06:2025,12:30:35,0,50.529319,18.096239,46.20,0.02,0.92,0.00,3
14:06:2025,12:30:42,0,50.529320,18.096235,46.20,0.02,0.92,0.00,4
14:06:2025,12:30:43,1,50.529325,18.096192,46.20,0.02,0.92,0.00,0
14:06:2025,12:30:45,1,50.529326,18.096186,46.20,0.02,0.92,0.00,1
14:06:2025,12:30:45,1,50.529325,18.096180,46.20,0.02,0.92,0.00,2
14:06:2025,12:30:46,1,50.529324,18.096173,46.20,0.02,0.92,0.00,3
14:06:2025,12:30:47,1,50.529323,18.096167,46.20,0.02,0.92,0.00,4
14:06:2025,12:30:48,1,50.529322,18.096162,46.20,0.02,0.92,0.00,5
14:06:2025,12:30:49,1,50.529321,18.096157,46.20,0.02,0.92,0.00,6
14:06:2025,12:30:50,1,50.529321,18.096154,46.20,0.02,0.92,0.00,7
14:06:2025,12:30:51,1,50.529320,18.096152,46.20,0.02,0.92,0.00,8
14:06:2025,12:30:52,1,50.529320,18.096150,46.20,0.02,0.92,0.00,9
14:06:2025,12:30:54,1,50.529319,18.096148,46.20,0.02,0.92,0.00,10
14:06:2025,12:30:55,0,50.529318,18.096145,46.20,0.02,0.92,0.00,0
14:06:2025,12:30:56,0,50.529317,18.096142,46.20,0.02,0.92,0.00,1
14:06:2025,12:30:57,0,50.529316,18.096140,46.20,0.02,0.92,0.00,2
14:06:2025,12:30:57,0,50.529316,18.096140,46.20,0.02,0.92,0.00,3
14:06:2025,12:30:58,0,50.529317,18.096140,46.20,0.02,0.92,0.00,4
14:06:2025,12:30:59,0,50.529317,18.096141,46.20,0.02,0.92,0.00,5
14:06:2025,12:31:01,0,50.529317,18.096141,46.20,0.02,0.92,0.00,6
14:06:2025,12:31:02,0,50.529318,18.096142,46.20,0.02,0.92,0.00,7
14:06:2025,12:31:02,0,50.529320,18.096146,46.20,0.02,0.92,0.00,8
14:06:2025,12:31:03,0,50.529321,18.096148,46.20,0.02,0.92,0.00,9
14:06:2025,12:31:04,0,50.529322,18.096151,46.20,0.02,0.92,0.00,10
14:06:2025,12:31:05,0,50.529323,18.096153,46.20,0.02,0.92,0.00,0
14:06:2025,12:31:06,0,50.529323,18.096156,46.20,0.02,0.92,0.00,1
14:06:2025,12:31:07,0,50.529324,18.096158,46.20,0.02,0.92,0.00,2
14:06:2025,12:31:08,0,50.529326,18.096159,46.20,0.02,0.92,0.00,3
14:06:2025,12:31:09,0,50.529326,18.096159,46.20,0.02,0.92,0.00,4
14:06:2025,12:31:10,0,50.529326,18.096159,46.20,0.02,0.92,0.00,5
14:06:2025,12:31:11,0,50.529324,18.096157,46.20,0.02,0.92,0.00,6
14:06:2025,12:31:12,0,50.529324,18.096155,46.20,0.02,0.92,0.00,7
14:06:2025,12:31:13,0,50.529322,18.096152,46.20,0.02,0.92,0.00,8
14:06:2025,12:31:14,0,50.529320,18.096151,46.20,0.02,0.92,0.00,9
14:06:2025,12:31:15,0,50.529318,18.096150,46.20,0.02,0.92,0.00,10
14:06:2025,12:31:16,0,50.529317,18.096149,46.20,0.02,0.92,0.00,0
14:06:2025,12:31:18,0,50.529317,18.096149,46.20,0.02,0.92,0.00,1
14:06:2025,12:31:18,0,50.529317,18.096149,46.20,0.02,0.92,0.00,2
14:06:2025,12:31:19,0,50.529318,18.096148,46.20,0.02,0.92,0.00,3
14:06:2025,12:31:20,0,50.529318,18.096148,46.20,0.02,0.92,0.00,4
14:06:2025,12:31:21,0,50.529318,18.096147,46.20,0.02,0.92,0.00,5
14:06:2025,12:31:22,0,50.529319,18.096148,46.20,0.02,0.92,0.00,6
14:06:2025,12:31:23,0,50.529319,18.096148,46.20,0.02,0.92,0.00,7
14:06:2025,12:31:24,0,50.529319,18.096148,46.20,0.02,0.92,0.00,8
14:06:2025,12:31:25,0,50.529319,18.096148,46.20,0.02,0.92,0.00,9
14:06:2025,12:31:26,0,50.529320,18.096147,46.20,0.02,0.92,0.00,10
14:06:2025,12:31:27,0,50.529321,18.096147,46.20,0.02,0.92,0.00,0
14:06:2025,12:31:28,0,50.529322,18.096148,46.20,0.02,0.92,0.00,1
14:06:2025,12:31:29,0,50.529322,18.096148,46.20,0.02,0.92,0.00,2
14:06:2025,12:31:30,0,50.529323,18.096148,46.20,0.02,0.92,0.00,3
14:06:2025,12:31:31,0,50.529323,18.096147,46.20,0.02,0.92,0.00,4
14:06:2025,12:31:32,0,50.529325,18.096146,46.20,0.02,0.92,0.00,5
14:06:2025,12:31:33,0,50.529325,18.096145,46.20,0.02,0.92,0.00,6
14:06:2025,12:31:34,0,50.529326,18.096145,46.20,0.02,0.92,0.00,7
14:06:2025,12:31:35,0,50.529326,18.096145,46.20,0.02,0.92,0.00,8
14:06:2025,12:31:36,0,50.529326,18.096144,46.20,0.02,0.92,0.00,9
14:06:2025,12:31:37,0,50.529327,18.096144,46.20,0.02,0.92,0.00,10
14:06:2025,12:31:38,0,50.529327,18.096144,46.20,0.02,0.92,0.00,0
14:06:2025,12:31:40,0,50.529327,18.096144,46.20,0.02,0.92,0.00,1
14:06:2025,12:31:41,0,50.529328,18.096144,46.20,0.02,0.92,0.00,2
14:06:2025,12:31:42,0,50.529328,18.096143,46.20,0.02,0.92,0.00,3
14:06:2025,12:31:43,0,50.529329,18.096143,46.20,0.02,0.92,0.00,4
14:06:2025,12:31:43,0,50.529330,18.096142,46.20,0.02,0.92,0.00,5
14:06:2025,12:31:44,0,50.529330,18.096142,46.20,0.02,0.92,0.00,6
14:06:2025,12:31:45,0,50.529331,18.096142,46.20,0.02,0.92,0.00,7
14:06:2025,12:31:46,0,50.529332,18.096141,46.20,0.02,0.92,0.00,8
14:06:2025,12:31:47,0,50.529332,18.096141,46.20,0.02,0.92,0.00,9
14:06:2025,12:31:48,0,50.529334,18.096141,46.20,0.02,0.92,0.00,10
14:06:2025,12:31:49,0,50.529335,18.096141,46.20,0.02,0.92,0.00,0
14:06:2025,12:31:50,0,50.529335,18.096141,46.20,0.02,0.92,0.00,1
14:06:2025,12:31:52,0,50.529335,18.096142,46.20,0.02,0.92,0.00,2
14:06:2025,12:31:54,0,50.529335,18.096141,46.20,0.02,0.92,0.00,4
14:06:2025,12:31:55,0,50.529335,18.096142,46.20,0.02,0.92,0.00,5
14:06:2025,12:31:56,0,50.529333,18.096141,46.20,0.02,0.92,0.00,6
14:06:2025,12:31:56,0,50.529333,18.096141,46.20,0.02,0.92,0.00,7
14:06:2025,12:31:57,0,50.529333,18.096142,46.20,0.02,0.92,0.00,8
14:06:2025,12:31:58,0,50.529333,18.096142,46.20,0.02,0.92,0.00,9
14:06:2025,12:31:59,0,50.529332,18.096143,46.20,0.02,0.92,0.00,10
14:06:2025,12:32:01,0,50.529332,18.096143,46.20,0.02,0.92,0.00,0
14:06:2025,12:32:01,0,50.529332,18.096143,46.20,0.02,0.92,0.00,1
14:06:2025,12:32:02,0,50.529332,18.096143,46.20,0.02,0.92,0.00,2
14:06:2025,12:32:03,0,50.529332,18.096144,46.20,0.02,0.92,0.00,3
14:06:2025,12:32:04,0,50.529332,18.096144,46.20,0.02,0.92,0.00,4
14:06:2025,12:32:05,0,50.529332,18.096145,46.20,0.02,0.92,0.00,5
14:06:2025,12:32:06,0,50.529332,18.096145,46.20,0.02,0.92,0.00,6
14:06:2025,12:32:07,0,50.529332,18.096145,46.20,0.02,0.92,0.00,7
14:06:2025,12:32:08,0,50.529333,18.096145,46.20,0.02,0.92,0.00,8
14:06:2025,12:32:09,0,50.529333,18.096145,46.20,0.02,0.92,0.00,9
14:06:2025,12:32:10,0,50.529333,18.096145,46.20,0.02,0.92,0.00,10
14:06:2025,12:32:11,0,50.529333,18.096145,46.20,0.02,0.92,0.00,0
14:06:2025,12:32:12,0,50.529333,18.096146,46.20,0.02,0.92,0.00,1
14:06:2025,12:32:13,0,50.529332,18.096146,46.20,0.02,0.92,0.00,2
14:06:2025,12:32:14,0,50.529332,18.096146,46.20,0.02,0.92,0.00,3
14:06:2025,12:32:15,0,50.529332,18.096146,46.20,0.02,0.92,0.00,4
14:06:2025,12:32:16,0,50.529332,18.096147,46.20,0.02,0.92,0.00,5
14:06:2025,12:32:17,0,50.529332,18.096147,46.20,0.02,0.92,0.00,6
14:06:2025,12:32:18,0,50.529332,18.096147,46.20,0.02,0.92,0.00,7
14:06:2025,12:32:19,0,50.529332,18.096147,46.20,0.02,0.92,0.00,8
14:06:2025,12:32:20,0,50.529331,18.096148,46.20,0.02,0.92,0.00,9
14:06:2025,12:32:21,0,50.529331,18.096148,46.20,0.02,0.92,0.00,10
14:06:2025,12:32:22,0,50.529330,18.096150,46.20,0.02,0.92,0.00,0
14:06:2025,12:32:23,0,50.529330,18.096150,46.20,0.02,0.92,0.00,1
14:06:2025,12:32:24,0,50.529330,18.096151,46.20,0.02,0.92,0.00,2
14:06:2025,12:32:25,0,50.529329,18.096151,46.20,0.02,0.92,0.00,3
14:06:2025,12:32:26,0,50.529329,18.096151,46.20,0.02,0.92,0.00,4
14:06:2025,12:32:27,0,50.529328,18.096150,46.20,0.02,0.92,0.00,5
14:06:2025,12:32:28,0,50.529328,18.096150,46.20,0.02,0.92,0.00,6
14:06:2025,12:32:29,0,50.529328,18.096151,46.20,0.02,0.92,0.00,7
14:06:2025,12:32:30,0,50.529327,18.096151,46.20,0.02,0.92,0.00,8
14:06:2025,12:32:32,0,50.529326,18.096151,46.20,0.02,0.92,0.00,9
14:06:2025,12:32:32,0,50.529326,18.096152,46.20,0.02,0.92,0.00,10
14:06:2025,12:32:34,0,50.529325,18.096153,46.20,0.02,0.92,0.00,0
14:06:2025,12:32:34,0,50.529325,18.096153,46.20,0.02,0.92,0.00,1
14:06:2025,12:32:35,0,50.529324,18.096153,46.20,0.02,0.92,0.00,2
14:06:2025,12:32:36,0,50.529323,18.096153,46.20,0.02,0.92,0.00,3
14:06:2025,12:32:37,0,50.529323,18.096154,46.20,0.02,0.92,0.00,4
14:06:2025,12:32:38,0,50.529322,18.096155,46.20,0.02,0.92,0.00,5
14:06:2025,12:32:39,0,50.529322,18.096155,46.20,0.02,0.92,0.00,6
14:06:2025,12:32:40,0,50.529321,18.096156,46.20,0.02,0.92,0.00,7
14:06:2025,12:32:42,0,50.529320,18.096157,46.20,0.02,0.92,0.00,9
14:06:2025,12:32:43,0,50.529320,18.096158,46.20,0.02,0.92,0.00,10
14:06:2025,12:32:44,0,50.529320,18.096158,46.20,0.02,0.92,0.00,0
14:06:2025,12:32:45,0,50.529319,18.096158,46.20,0.02,0.92,0.00,1
14:06:2025,12:32:46,0,50.529319,18.096158,46.20,0.02,0.92,0.00,2
14:06:2025,12:32:47,0,50.529318,18.096159,46.20,0.02,0.92,0.00,3
14:06:2025,12:32:48,0,50.529318,18.096159,46.20,0.02,0.92,0.00,4
14:06:2025,12:32:49,0,50.529318,18.096159,46.20,0.02,0.92,0.00,5
14:06:2025,12:32:50,0,50.529318,18.096159,46.20,0.02,0.92,0.00,6
14:06:2025,12:32:51,0,50.529317,18.096159,46.20,0.02,0.92,0.00,7
14:06:2025,12:32:52,0,50.529317,18.096159,46.20,0.02,0.92,0.00,8
14:06:2025,12:32:53,0,50.529317,18.096159,46.20,0.02,0.92,0.00,9
14:06:2025,12:32:54,0,50.529317,18.096159,46.20,0.02,0.92,0.00,10
14:06:2025,12:32:55,0,50.529317,18.096159,46.20,0.02,0.92,0.00,0
14:06:2025,12:32:56,0,50.529317,18.096159,46.20,0.02,0.92,0.00,1
14:06:2025,12:32:57,0,50.529317,18.096159,46.20,0.02,0.92,0.00,2
14:06:2025,12:32:58,0,50.529317,18.096158,46.20,0.02,0.92,0.00,3
14:06:2025,12:32:59,0,50.529317,18.096158,46.20,0.02,0.92,0.00,4
14:06:2025,12:33:01,0,50.529318,18.096158,46.20,0.02,0.92,0.00,5
14:06:2025,12:33:02,0,50.529319,18.096157,46.20,0.02,0.92,0.00,6
14:06:2025,12:33:02,0,50.529319,18.096156,46.20,0.02,0.92,0.00,7
14:06:2025,12:33:03,0,50.529320,18.096156,46.20,0.02,0.92,0.00,8
14:06:2025,12:33:04,0,50.529320,18.096155,46.20,0.02,0.92,0.00,9
14:06:2025,12:33:05,0,50.529321,18.096154,46.20,0.02,0.92,0.00,10
14:06:2025,12:33:06,0,50.529321,18.096154,46.20,0.02,0.92,0.00,0
14:06:2025,12:33:08,0,50.529322,18.096153,46.20,0.02,0.92,0.00,1
14:06:2025,12:33:08,0,50.529323,18.096153,46.20,0.02,0.92,0.00,2
14:06:2025,12:33:09,0,50.529323,18.096153,46.20,0.02,0.92,0.00,3
14:06:2025,12:33:10,0,50.529323,18.096154,46.20,0.02,0.92,0.00,4
14:06:2025,12:33:11,0,50.529323,18.096154,46.20,0.02,0.92,0.00,5
14:06:2025,12:33:13,0,50.529323,18.096155,46.20,0.02,0.92,0.00,6
14:06:2025,12:33:15,0,50.529324,18.096156,46.20,0.02,0.92,0.00,8
14:06:2025,12:33:16,0,50.529324,18.096156,46.20,0.02,0.92,0.00,9
14:06:2025,12:33:17,0,50.529324,18.096157,46.20,0.02,0.92,0.00,10
14:06:2025,12:33:18,0,50.529324,18.096158,46.20,0.02,0.92,0.00,0
14:06:2025,12:33:18,0,50.529324,18.096159,46.20,0.02,0.92,0.00,1
14:06:2025,12:33:20,0,50.529322,18.096157,46.20,0.02,0.92,0.00,2
14:06:2025,12:33:21,0,50.529320,18.096156,46.20,0.02,0.92,0.00,3
14:06:2025,12:33:21,0,50.529319,18.096155,46.20,0.02,0.92,0.00,4
14:06:2025,12:33:22,0,50.529318,18.096154,46.20,0.02,0.92,0.00,5
14:06:2025,12:33:23,0,50.529318,18.096153,46.20,0.02,0.92,0.00,6
14:06:2025,12:33:24,0,50.529318,18.096153,46.20,0.02,0.92,0.00,7
14:06:2025,12:33:25,0,50.529317,18.096153,46.20,0.02,0.92,0.00,8
14:06:2025,12:33:27,0,50.529317,18.096152,46.20,0.02,0.92,0.00,9
14:06:2025,12:33:28,0,50.529315,18.096152,46.20,0.02,0.92,0.00,10
14:06:2025,12:33:28,0,50.529313,18.096152,46.20,0.02,0.92,0.00,0
14:06:2025,12:33:29,0,50.529310,18.096152,46.20,0.02,0.92,0.00,1
14:06:2025,12:33:30,0,50.529308,18.096151,46.20,0.02,0.92,0.00,2
14:06:2025,12:33:32,1,50.529306,18.096150,46.20,0.02,0.92,0.00,3
14:06:2025,12:33:33,1,50.529305,18.096151,46.20,0.02,0.92,0.00,4
14:06:2025,12:33:33,1,50.529304,18.096151,46.20,0.02,0.92,0.00,5
14:06:2025,12:33:34,1,50.529304,18.096151,46.20,0.02,0.92,0.00,6
14:06:2025,12:33:35,1,50.529302,18.096151,46.20,0.02,0.92,0.00,7
14:06:2025,12:33:36,1,50.529300,18.096152,46.20,0.02,0.92,0.00,8
14:06:2025,12:33:37,1,50.529298,18.096152,46.20,0.02,0.92,0.00,9
14:06:2025,12:33:38,0,50.529295,18.096153,46.20,0.02,0.92,0.00,10
14:06:2025,12:33:39,0,50.529293,18.096154,46.20,0.02,0.92,0.00,0
14:06:2025,12:33:40,0,50.529290,18.096155,46.20,0.02,0.92,0.00,1
14:06:2025,12:33:41,0,50.529289,18.096155,46.20,0.02,0.92,0.00,2
14:06:2025,12:33:42,0,50.529288,18.096156,46.20,0.02,0.92,0.00,3
14:06:2025,12:33:43,0,50.529287,18.096156,46.20,0.02,0.92,0.00,4
14:06:2025,12:33:45,0,50.529286,18.096156,46.20,0.02,0.92,0.00,5
14:06:2025,12:33:45,0,50.529286,18.096156,46.20,0.02,0.92,0.00,6
14:06:2025,12:33:46,0,50.529286,18.096155,46.20,0.02,0.92,0.00,7
14:06:2025,12:33:47,0,50.529287,18.096154,46.20,0.02,0.92,0.00,8
14:06:2025,12:33:48,0,50.529287,18.096153,46.20,0.02,0.92,0.00,9
14:06:2025,12:33:49,0,50.529288,18.096153,46.20,0.02,0.92,0.00,10
14:06:2025,12:33:50,0,50.529290,18.096152,46.20,0.02,0.92,0.00,0
14:06:2025,12:33:51,0,50.529293,18.096151,46.20,0.02,0.92,0.00,1
14:06:2025,12:33:52,0,50.529294,18.096149,46.20,0.02,0.92,0.00,2
14:06:2025,12:33:53,0,50.529296,18.096147,46.20,0.02,0.92,0.00,3
14:06:2025,12:33:54,0,50.529298,18.096146,46.20,0.02,0.92,0.00,4
14:06:2025,12:33:55,0,50.529300,18.096145,46.20,0.02,0.92,0.00,5
14:06:2025,12:33:57,0,50.529299,18.096143,46.20,0.02,0.92,0.00,6
14:06:2025,12:33:57,0,50.529299,18.096143,46.20,0.02,0.92,0.00,7
14:06:2025,12:33:58,0,50.529298,18.096145,46.20,0.02,0.92,0.00,8
14:06:2025,12:33:59,0,50.529294,18.096148,46.20,0.02,0.92,0.00,9
14:06:2025,12:34:00,0,50.529290,18.096153,46.20,0.02,0.92,0.00,10
14:06:2025,12:34:01,0,50.529286,18.096159,46.20,0.02,0.92,0.00,0
14:06:2025,12:34:02,0,50.529281,18.096165,46.20,0.02,0.92,0.00,1
14:06:2025,12:34:03,0,50.529277,18.096172,46.20,0.02,0.92,0.00,2
14:06:2025,12:34:04,2,50.529274,18.096177,46.20,0.02,0.92,0.00,3
14:06:2025,12:34:05,2,50.529272,18.096181,46.20,0.02,0.92,0.00,4
14:06:2025,12:34:06,2,50.529271,18.096183,46.20,0.02,0.92,0.00,5
14:06:2025,12:34:07,2,50.529268,18.096187,46.20,0.02,0.92,0.00,6
14:06:2025,12:34:09,2,50.529266,18.096190,46.20,0.02,0.92,0.00,7
14:06:2025,12:34:09,2,50.529264,18.096192,46.20,0.02,0.92,0.00,8
14:06:2025,12:34:10,2,50.529264,18.096191,46.20,0.02,0.92,0.00,9
14:06:2025,12:34:11,0,50.529264,18.096192,46.20,0.02,0.92,0.00,10
14:06:2025,12:34:12,0,50.529265,18.096191,46.20,0.02,0.92,0.00,0
14:06:2025,12:34:13,0,50.529264,18.096192,46.20,0.02,0.92,0.00,1
14:06:2025,12:34:14,0,50.529264,18.096192,46.20,0.02,0.92,0.00,2
14:06:2025,12:34:15,0,50.529264,18.096192,46.20,0.02,0.92,0.00,3
14:06:2025,12:34:16,0,50.529264,18.096192,46.20,0.02,0.92,0.00,4
14:06:2025,12:34:17,0,50.529264,18.096192,46.20,0.02,0.92,0.00,5
14:06:2025,12:34:18,0,50.529264,18.096192,46.20,0.02,0.92,0.00,6
14:06:2025,12:34:19,0,50.529264,18.096191,46.20,0.02,0.92,0.00,7
14:06:2025,12:34:20,0,50.529264,18.096191,46.20,0.02,0.92,0.00,8
14:06:2025,12:34:21,0,50.529264,18.096191,46.20,0.02,0.92,0.00,9
14:06:2025,12:34:22,0,50.529263,18.096192,46.20,0.02,0.92,0.00,10
14:06:2025,12:34:24,0,50.529263,18.096194,46.20,0.02,0.92,0.00,0
14:06:2025,12:34:24,0,50.529263,18.096194,46.20,0.02,0.92,0.00,1
14:06:2025,12:34:26,0,50.529264,18.096195,46.20,0.02,0.92,0.00,2
14:06:2025,12:34:26,0,50.529264,18.096195,46.20,0.02,0.92,0.00,3
14:06:2025,12:34:27,0,50.529264,18.096195,46.20,0.02,0.92,0.00,4
14:06:2025,12:34:28,0,50.529264,18.096195,46.20,0.02,0.92,0.00,5
14:06:2025,12:34:29,0,50.529264,18.096194,46.20,0.02,0.92,0.00,6
14:06:2025,12:34:30,0,50.529265,18.096193,46.20,0.02,0.92,0.00,7
14:06:2025,12:34:31,0,50.529266,18.096192,46.20,0.02,0.92,0.00,8
14:06:2025,12:34:32,0,50.529266,18.096191,46.20,0.02,0.92,0.00,9
14:06:2025,12:34:34,0,50.529266,18.096190,46.20,0.02,0.92,0.00,10
14:06:2025,12:34:35,0,50.529266,18.096192,46.20,0.02,0.92,0.00,0
14:06:2025,12:34:35,0,50.529267,18.096193,46.20,0.02,0.92,0.00,1
14:06:2025,12:34:36,0,50.529269,18.096193,46.20,0.02,0.92,0.00,2
